id,season,division,round,localTeam,visitorTeam,localGoals,visitorGoals,date,result,T1PliS,T1PviS,T2PliS,T2PviS,total_punts_loc,total_punts_vis,month,day_of_week,GoalsliS,GoalsviS,local_3streak,visitor_3streak,local_5streak,visitor_5streak,last_1ra_loc,last_1ra_vis,Rk_loc,Rk_vis,last_top6_loc,last_top6_vis
12582,1988-89,1,13,Atletico de Bilbao,Zaragoza,1,1,1988-11-30,1,0.5555555555555556,0.2777777777777778,0.6666666666666666,0.1111111111111111,15.0,14.0,4,3,13.0,11.0,2.0,5.0,2.0,8.0,1,1,8.0,9.0,1,0
12583,1988-89,1,13,Atletico de Madrid,Betis,6,2,1988-11-30,2,0.6111111111111112,0.5,0.2222222222222222,0.2777777777777778,20.0,9.0,4,3,21.0,10.0,4.0,2.0,10.0,6.0,1,1,4.0,13.0,1,0
12584,1988-89,1,13,Cadiz,Real Sociedad,1,1,1988-11-30,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2777777777777778,12.0,17.0,4,3,10.0,14.0,4.0,3.0,10.0,7.0,1,1,11.0,6.0,0,1
12585,1988-89,1,13,Elche,Valencia,0,1,1988-11-30,0,0.16666666666666666,0.2222222222222222,0.6111111111111112,0.4444444444444444,7.0,19.0,4,3,8.0,11.0,1.0,4.0,1.0,7.0,0,1,14.0,5.0,0,0
12586,1988-89,1,13,Espanol,Osasuna,1,1,1988-11-30,1,0.4444444444444444,0.1111111111111111,0.8888888888888888,0.16666666666666666,10.0,19.0,4,3,10.0,14.0,2.0,7.0,2.0,10.0,1,1,12.0,5.0,0,1
12587,1988-89,1,13,Logrones,Valladolid,1,1,1988-11-30,1,0.6111111111111112,0.3333333333333333,0.5555555555555556,0.3333333333333333,17.0,16.0,4,3,8.0,10.0,2.0,1.0,3.0,4.0,1,1,6.0,7.0,0,0
12588,1988-89,1,13,CD Malaga,Sporting de Gijon,1,0,1988-11-30,2,0.3333333333333333,0.3888888888888889,0.6111111111111112,0.4444444444444444,13.0,19.0,4,3,10.0,15.0,3.0,5.0,7.0,11.0,0,1,10.0,5.0,0,0
12589,1988-89,1,13,Oviedo,Murcia,2,0,1988-11-30,2,0.2222222222222222,0.5,0.5,0.16666666666666666,13.0,12.0,4,3,12.0,12.0,6.0,3.0,7.0,3.0,0,1,10.0,11.0,0,0
12590,1988-89,1,13,Sevilla,Real Madrid,1,1,1988-11-30,1,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.8888888888888888,22.0,28.0,4,3,18.0,30.0,7.0,7.0,10.0,13.0,1,1,3.0,1.0,0,1
12591,1988-89,1,13,Celta de Vigo,Barcelona,0,3,1988-12-01,0,0.6666666666666666,0.3888888888888889,0.8888888888888888,0.6111111111111112,19.0,27.0,5,4,15.0,23.0,4.0,7.0,5.0,10.0,1,1,5.0,2.0,0,1
12592,1988-89,1,14,Real Madrid,Atletico de Madrid,2,1,1988-12-03,2,0.6666666666666666,0.8095238095238095,0.6666666666666666,0.5,29.0,23.0,5,6,31.0,27.0,5.0,7.0,11.0,10.0,1,1,2.0,3.0,1,1
12593,1988-89,1,14,Barcelona,Logrones,2,1,1988-12-04,2,0.8888888888888888,0.6666666666666666,0.5714285714285714,0.3333333333333333,30.0,18.0,5,7,26.0,9.0,9.0,2.0,13.0,4.0,1,1,1.0,7.0,1,0
12594,1988-89,1,14,Betis,Cadiz,1,1,1988-12-04,1,0.2222222222222222,0.23809523809523808,0.3333333333333333,0.3333333333333333,9.0,13.0,5,7,12.0,11.0,1.0,2.0,3.0,8.0,1,1,14.0,11.0,0,0
12595,1988-89,1,14,Sporting de Gijon,Espanol,2,1,1988-12-04,2,0.6111111111111112,0.38095238095238093,0.42857142857142855,0.1111111111111111,19.0,11.0,5,7,15.0,11.0,4.0,3.0,8.0,3.0,1,1,6.0,13.0,0,0
12596,1988-89,1,14,Murcia,Celta de Vigo,1,2,1988-12-04,0,0.5,0.14285714285714285,0.5714285714285714,0.3888888888888889,12.0,19.0,5,7,12.0,15.0,3.0,4.0,3.0,5.0,1,1,12.0,6.0,0,0
12597,1988-89,1,14,Osasuna,Elche,1,1,1988-12-04,1,0.8888888888888888,0.19047619047619047,0.14285714285714285,0.2222222222222222,20.0,7.0,5,7,15.0,8.0,5.0,1.0,8.0,1.0,1,0,5.0,15.0,1,0
12598,1988-89,1,14,Real Sociedad,CD Malaga,2,2,1988-12-04,1,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.3888888888888889,18.0,16.0,5,7,15.0,11.0,1.0,3.0,5.0,9.0,1,0,7.0,9.0,1,0
12599,1988-89,1,14,Valencia,Oviedo,0,1,1988-12-04,0,0.6111111111111112,0.5238095238095238,0.3333333333333333,0.5,22.0,16.0,5,7,12.0,14.0,7.0,6.0,7.0,9.0,1,0,4.0,9.0,0,0
12600,1988-89,1,14,Valladolid,Atletico de Bilbao,1,0,1988-12-04,2,0.5555555555555556,0.3333333333333333,0.5238095238095238,0.2777777777777778,17.0,16.0,5,7,11.0,14.0,1.0,3.0,5.0,3.0,1,1,8.0,9.0,0,1
12601,1988-89,1,14,Zaragoza,Sevilla,0,0,1988-12-04,1,0.6666666666666666,0.14285714285714285,0.8095238095238095,0.3333333333333333,15.0,23.0,5,7,12.0,19.0,3.0,7.0,6.0,11.0,1,1,10.0,3.0,0,0
12602,1988-89,1,15,Atletico de Bilbao,Barcelona,3,2,1988-12-10,2,0.5238095238095238,0.23809523809523808,0.9047619047619048,0.6666666666666666,16.0,33.0,5,6,14.0,28.0,2.0,9.0,3.0,13.0,1,1,11.0,1.0,1,1
12603,1988-89,1,15,Atletico de Madrid,Zaragoza,3,1,1988-12-11,2,0.6666666666666666,0.42857142857142855,0.6190476190476191,0.14285714285714285,23.0,16.0,5,7,28.0,12.0,6.0,3.0,7.0,7.0,1,1,4.0,11.0,1,0
12604,1988-89,1,15,Cadiz,Real Madrid,0,2,1988-12-11,0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.8095238095238095,14.0,32.0,5,7,12.0,33.0,2.0,5.0,6.0,11.0,1,1,12.0,2.0,0,1
12605,1988-89,1,15,Elche,Sporting de Gijon,0,0,1988-12-11,1,0.14285714285714285,0.23809523809523808,0.6666666666666666,0.38095238095238093,8.0,22.0,5,7,9.0,17.0,1.0,6.0,2.0,8.0,0,1,16.0,5.0,0,0
12606,1988-89,1,15,Espanol,Real Sociedad,1,1,1988-12-11,1,0.42857142857142855,0.09523809523809523,0.6190476190476191,0.2857142857142857,11.0,19.0,5,7,12.0,17.0,2.0,2.0,3.0,5.0,1,1,14.0,8.0,0,1
12607,1988-89,1,15,Logrones,Murcia,0,0,1988-12-11,1,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.14285714285714285,18.0,12.0,5,7,10.0,13.0,2.0,0.0,3.0,3.0,1,1,9.0,13.0,0,0
12608,1988-89,1,15,CD Malaga,Betis,2,2,1988-12-11,1,0.42857142857142855,0.38095238095238093,0.23809523809523808,0.23809523809523808,17.0,10.0,5,7,13.0,13.0,4.0,1.0,7.0,3.0,0,1,10.0,15.0,0,0
12609,1988-89,1,15,Oviedo,Celta de Vigo,4,0,1988-12-11,2,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.47619047619047616,19.0,22.0,5,7,15.0,17.0,9.0,6.0,12.0,7.0,0,1,8.0,5.0,0,0
12610,1988-89,1,15,Sevilla,Valladolid,2,4,1988-12-11,0,0.8095238095238095,0.3333333333333333,0.6190476190476191,0.3333333333333333,24.0,20.0,5,7,19.0,12.0,5.0,4.0,9.0,5.0,1,1,3.0,7.0,0,0
12611,1988-89,1,15,Valencia,Osasuna,3,2,1988-12-11,2,0.5238095238095238,0.5238095238095238,0.8095238095238095,0.19047619047619047,22.0,21.0,5,7,12.0,16.0,4.0,5.0,7.0,9.0,1,1,5.0,6.0,0,1
12612,1988-89,1,16,Atletico de Bilbao,Celta de Vigo,2,0,1989-01-01,2,0.5833333333333334,0.23809523809523808,0.5714285714285714,0.4166666666666667,19.0,22.0,6,7,17.0,17.0,4.0,3.0,6.0,7.0,1,1,10.0,7.0,1,0
12613,1988-89,1,16,Atletico de Madrid,Barcelona,1,3,1989-01-01,0,0.7083333333333334,0.42857142857142855,0.9047619047619048,0.5833333333333334,26.0,33.0,6,7,31.0,30.0,6.0,6.0,10.0,12.0,1,1,3.0,2.0,1,1
12614,1988-89,1,16,Cadiz,Valladolid,1,1,1989-01-01,1,0.2916666666666667,0.3333333333333333,0.6190476190476191,0.4166666666666667,14.0,23.0,6,7,12.0,16.0,2.0,7.0,3.0,7.0,1,1,13.0,6.0,0,0
12615,1988-89,1,16,Elche,Betis,0,0,1989-01-01,1,0.16666666666666666,0.23809523809523808,0.23809523809523808,0.25,9.0,11.0,6,7,9.0,15.0,2.0,2.0,3.0,3.0,0,1,17.0,16.0,0,0
12616,1988-89,1,16,Espanol,Real Madrid,1,4,1989-01-01,0,0.4166666666666667,0.09523809523809523,0.7142857142857143,0.8333333333333334,12.0,35.0,6,7,13.0,35.0,2.0,7.0,4.0,11.0,1,1,15.0,1.0,0,1
12617,1988-89,1,16,CD Malaga,Zaragoza,1,3,1989-01-01,0,0.4166666666666667,0.38095238095238093,0.6190476190476191,0.125,18.0,16.0,6,7,15.0,13.0,5.0,2.0,5.0,4.0,0,1,11.0,12.0,0,0
12618,1988-89,1,16,Osasuna,Sporting de Gijon,0,0,1989-01-01,1,0.8095238095238095,0.16666666666666666,0.6666666666666666,0.375,21.0,23.0,6,7,18.0,17.0,2.0,4.0,6.0,8.0,1,1,8.0,6.0,1,0
12619,1988-89,1,16,Oviedo,Logrones,1,1,1989-01-01,1,0.4166666666666667,0.5714285714285714,0.5416666666666666,0.2857142857142857,22.0,19.0,6,7,19.0,10.0,9.0,2.0,12.0,3.0,0,1,7.0,10.0,0,0
12620,1988-89,1,16,Sevilla,Murcia,3,0,1989-01-01,2,0.7083333333333334,0.3333333333333333,0.42857142857142855,0.16666666666666666,24.0,13.0,6,7,21.0,13.0,2.0,1.0,8.0,4.0,1,1,5.0,14.0,0,0
12621,1988-89,1,16,Valencia,Real Sociedad,1,0,1989-01-01,2,0.5833333333333334,0.5238095238095238,0.6190476190476191,0.2916666666666667,25.0,20.0,6,7,15.0,18.0,6.0,3.0,10.0,3.0,1,1,4.0,9.0,0,1
12622,1988-89,1,17,Celta de Vigo,Sevilla,1,0,1989-01-07,2,0.5714285714285714,0.37037037037037035,0.7407407407407407,0.3333333333333333,22.0,27.0,6,6,17.0,24.0,3.0,4.0,6.0,8.0,1,1,8.0,4.0,0,0
12623,1988-89,1,17,Barcelona,Cadiz,3,0,1989-01-08,2,0.9047619047619048,0.6296296296296297,0.2962962962962963,0.3333333333333333,36.0,15.0,6,7,33.0,13.0,6.0,2.0,12.0,3.0,1,1,2.0,12.0,1,0
12624,1988-89,1,17,Betis,Valencia,0,0,1989-01-08,1,0.23809523809523808,0.25925925925925924,0.6296296296296297,0.5238095238095238,12.0,28.0,6,7,15.0,16.0,3.0,6.0,3.0,10.0,1,1,14.0,3.0,0,0
12625,1988-89,1,17,Logrones,Atletico de Bilbao,1,1,1989-01-08,1,0.5416666666666666,0.2916666666666667,0.6296296296296297,0.23809523809523808,20.0,22.0,6,7,11.0,19.0,2.0,6.0,4.0,8.0,1,1,9.0,8.0,0,1
12626,1988-89,1,17,Murcia,Atletico de Madrid,1,1,1989-01-08,1,0.42857142857142855,0.14814814814814814,0.6296296296296297,0.42857142857142855,13.0,26.0,6,7,13.0,32.0,1.0,3.0,1.0,9.0,1,1,13.0,5.0,0,1
12627,1988-89,1,17,Real Sociedad,Osasuna,2,1,1989-01-08,2,0.6190476190476191,0.25925925925925924,0.75,0.16666666666666666,20.0,22.0,6,7,18.0,18.0,2.0,2.0,3.0,6.0,1,1,9.0,8.0,1,1
12628,1988-89,1,17,Real Madrid,Elche,4,2,1989-01-08,2,0.7142857142857143,0.8518518518518519,0.18518518518518517,0.23809523809523808,38.0,10.0,6,7,39.0,9.0,9.0,3.0,11.0,3.0,1,0,1.0,15.0,1,0
12629,1988-89,1,17,Oviedo,Sporting de Gijon,1,0,1989-01-08,2,0.4074074074074074,0.5714285714285714,0.6666666666666666,0.37037037037037035,23.0,24.0,6,7,20.0,17.0,7.0,5.0,13.0,8.0,0,1,7.0,6.0,0,0
12630,1988-89,1,17,Valladolid,CD Malaga,1,0,1989-01-08,2,0.6190476190476191,0.4074074074074074,0.37037037037037035,0.38095238095238093,24.0,18.0,6,7,17.0,16.0,7.0,2.0,8.0,5.0,1,0,6.0,11.0,0,0
12631,1988-89,1,17,Zaragoza,Espanol,2,1,1989-01-08,2,0.6190476190476191,0.2222222222222222,0.37037037037037035,0.09523809523809523,19.0,12.0,6,7,16.0,14.0,4.0,1.0,6.0,3.0,1,1,10.0,14.0,0,0
12632,1988-89,1,18,Barcelona,Sevilla,4,0,1989-01-11,2,0.9166666666666666,0.6296296296296297,0.7407407407407407,0.2916666666666667,39.0,27.0,6,3,36.0,24.0,6.0,3.0,12.0,5.0,1,1,2.0,4.0,1,0
12633,1988-89,1,18,Betis,Espanol,2,2,1989-01-11,1,0.25,0.25925925925925924,0.37037037037037035,0.08333333333333333,13.0,12.0,6,3,15.0,15.0,3.0,1.0,4.0,2.0,1,1,14.0,15.0,0,0
12634,1988-89,1,18,Celta de Vigo,Logrones,1,0,1989-01-11,2,0.625,0.37037037037037035,0.5185185185185185,0.2916666666666667,25.0,21.0,6,3,18.0,12.0,3.0,3.0,6.0,4.0,1,1,6.0,10.0,0,0
12635,1988-89,1,18,Sporting de Gijon,Valencia,1,0,1989-01-11,2,0.6666666666666666,0.3333333333333333,0.6296296296296297,0.5,24.0,29.0,6,3,17.0,16.0,2.0,7.0,5.0,10.0,1,1,7.0,3.0,0,0
12636,1988-89,1,18,Murcia,Atletico de Bilbao,1,1,1989-01-11,1,0.4166666666666667,0.14814814814814814,0.6296296296296297,0.25,14.0,23.0,6,3,14.0,20.0,2.0,7.0,2.0,8.0,1,1,13.0,8.0,0,1
12637,1988-89,1,18,Osasuna,Oviedo,3,1,1989-01-11,2,0.75,0.14814814814814814,0.4666666666666667,0.5714285714285714,22.0,26.0,6,3,19.0,21.0,1.0,7.0,3.0,13.0,1,0,9.0,5.0,1,0
12638,1988-89,1,18,Real Sociedad,Elche,1,0,1989-01-11,2,0.6666666666666666,0.25925925925925924,0.18518518518518517,0.20833333333333334,23.0,10.0,6,3,20.0,11.0,4.0,2.0,6.0,3.0,1,0,8.0,16.0,1,0
12639,1988-89,1,18,Real Madrid,CD Malaga,2,1,1989-01-11,2,0.75,0.8518518518518519,0.37037037037037035,0.3333333333333333,41.0,18.0,6,3,43.0,16.0,9.0,1.0,13.0,5.0,1,0,1.0,11.0,1,0
12640,1988-89,1,18,Valladolid,Atletico de Madrid,0,1,1989-01-11,0,0.6666666666666666,0.4074074074074074,0.6296296296296297,0.4166666666666667,27.0,27.0,6,3,18.0,33.0,7.0,4.0,11.0,7.0,1,1,4.0,4.0,0,1
12641,1988-89,1,18,Zaragoza,Cadiz,0,1,1989-01-11,0,0.6666666666666666,0.2222222222222222,0.2962962962962963,0.2916666666666667,22.0,15.0,6,3,18.0,13.0,6.0,1.0,8.0,3.0,1,1,9.0,12.0,0,0
12642,1988-89,1,19,Valencia,Real Madrid,1,1,1989-01-14,1,0.6296296296296297,0.4444444444444444,0.7777777777777778,0.8518518518518519,29.0,44.0,6,6,16.0,45.0,4.0,9.0,7.0,15.0,1,1,4.0,1.0,0,1
12643,1988-89,1,19,Atletico de Bilbao,Oviedo,1,0,1989-01-15,2,0.6296296296296297,0.25925925925925924,0.4666666666666667,0.5,24.0,26.0,6,7,21.0,22.0,5.0,4.0,8.0,10.0,1,0,9.0,7.0,1,0
12644,1988-89,1,19,Atletico de Madrid,Celta de Vigo,0,0,1989-01-15,1,0.6296296296296297,0.48148148148148145,0.6666666666666666,0.37037037037037035,30.0,28.0,6,7,34.0,19.0,4.0,6.0,7.0,9.0,1,1,3.0,5.0,1,0
12645,1988-89,1,19,Cadiz,Murcia,0,2,1989-01-15,0,0.2962962962962963,0.37037037037037035,0.4074074074074074,0.14814814814814814,18.0,15.0,6,7,14.0,15.0,4.0,2.0,5.0,3.0,1,1,12.0,13.0,0,0
12646,1988-89,1,19,Elche,Zaragoza,1,4,1989-01-15,0,0.18518518518518517,0.18518518518518517,0.5925925925925926,0.2222222222222222,10.0,22.0,6,7,11.0,18.0,1.0,6.0,3.0,7.0,0,1,16.0,10.0,0,0
12647,1988-89,1,19,Espanol,Valladolid,0,1,1989-01-15,0,0.37037037037037035,0.1111111111111111,0.5925925925925926,0.4074074074074074,13.0,27.0,6,7,17.0,18.0,1.0,4.0,2.0,10.0,1,1,15.0,6.0,0,0
12648,1988-89,1,19,Sporting de Gijon,Real Sociedad,4,2,1989-01-15,2,0.7083333333333334,0.3333333333333333,0.7037037037037037,0.25925925925925924,27.0,26.0,6,7,18.0,21.0,4.0,6.0,8.0,8.0,1,1,6.0,7.0,0,1
12649,1988-89,1,19,CD Malaga,Barcelona,2,2,1989-01-15,1,0.37037037037037035,0.2962962962962963,0.9259259259259259,0.6296296296296297,18.0,42.0,6,7,17.0,40.0,0.0,9.0,2.0,12.0,0,1,12.0,2.0,0,1
12650,1988-89,1,19,Osasuna,Betis,3,1,1989-01-15,2,0.7777777777777778,0.14814814814814814,0.25925925925925924,0.25925925925925924,25.0,14.0,6,7,22.0,17.0,4.0,3.0,5.0,5.0,1,1,8.0,14.0,1,0
12651,1988-89,1,19,Sevilla,Logrones,0,1,1989-01-15,0,0.7407407407407407,0.25925925925925924,0.5185185185185185,0.25925925925925924,27.0,21.0,6,7,24.0,12.0,3.0,2.0,4.0,3.0,1,1,6.0,11.0,0,0
12652,1988-89,1,20,Osasuna,Real Madrid,1,1,1989-01-28,1,0.8,0.14814814814814814,0.7777777777777778,0.8,28.0,45.0,6,6,25.0,46.0,6.0,7.0,7.0,13.0,1,1,6.0,1.0,1,1
12653,1988-89,1,20,Atletico de Madrid,Logrones,2,0,1989-01-29,2,0.6,0.48148148148148145,0.5185185185185185,0.3333333333333333,31.0,24.0,6,7,34.0,13.0,5.0,4.0,8.0,6.0,1,1,3.0,10.0,1,0
12654,1988-89,1,20,Cadiz,Celta de Vigo,1,1,1989-01-29,1,0.26666666666666666,0.37037037037037035,0.6666666666666666,0.36666666666666664,18.0,29.0,6,7,14.0,19.0,3.0,7.0,4.0,7.0,1,1,12.0,5.0,0,0
12655,1988-89,1,20,Elche,Valladolid,1,0,1989-01-29,2,0.16666666666666666,0.18518518518518517,0.5925925925925926,0.4666666666666667,10.0,30.0,6,7,12.0,19.0,0.0,6.0,2.0,10.0,0,1,15.0,4.0,0,0
12656,1988-89,1,20,Espanol,Barcelona,2,2,1989-01-29,1,0.3333333333333333,0.1111111111111111,0.9259259259259259,0.6,13.0,43.0,6,7,17.0,42.0,1.0,7.0,2.0,10.0,1,1,14.0,2.0,0,1
12657,1988-89,1,20,Sporting de Gijon,Betis,0,0,1989-01-29,1,0.7407407407407407,0.3333333333333333,0.25925925925925924,0.23333333333333334,30.0,14.0,6,7,22.0,18.0,6.0,2.0,8.0,4.0,1,1,4.0,13.0,0,0
12658,1988-89,1,20,CD Malaga,Murcia,1,3,1989-01-29,0,0.36666666666666664,0.2962962962962963,0.4074074074074074,0.23333333333333334,19.0,18.0,6,7,19.0,17.0,1.0,5.0,2.0,6.0,0,1,11.0,12.0,0,0
12659,1988-89,1,20,Real Sociedad,Oviedo,0,0,1989-01-29,1,0.7037037037037037,0.23333333333333334,0.4666666666666667,0.4444444444444444,26.0,26.0,6,7,23.0,22.0,6.0,3.0,7.0,7.0,1,0,8.0,8.0,1,0
12660,1988-89,1,20,Sevilla,Atletico de Bilbao,0,0,1989-01-29,1,0.6666666666666666,0.25925925925925924,0.6666666666666666,0.25925925925925924,27.0,27.0,6,7,24.0,22.0,0.0,5.0,3.0,11.0,1,1,7.0,7.0,0,1
12661,1988-89,1,20,Valencia,Zaragoza,2,2,1989-01-29,1,0.6,0.4444444444444444,0.5925925925925926,0.3,30.0,25.0,6,7,17.0,22.0,2.0,6.0,8.0,9.0,1,1,4.0,9.0,0,0
12662,1988-89,1,21,Atletico de Bilbao,Atletico de Madrid,1,1,1989-02-11,1,0.6666666666666666,0.26666666666666666,0.6363636363636364,0.48148148148148145,28.0,34.0,7,6,22.0,36.0,5.0,7.0,9.0,8.0,1,1,7.0,3.0,1,1
12663,1988-89,1,21,Barcelona,Elche,2,0,1989-02-12,2,0.9259259259259259,0.5757575757575758,0.24242424242424243,0.18518518518518517,44.0,13.0,7,7,44.0,13.0,5.0,3.0,11.0,4.0,1,0,2.0,15.0,1,0
12664,1988-89,1,21,Betis,Real Sociedad,1,1,1989-02-12,1,0.25925925925925924,0.24242424242424243,0.6666666666666666,0.23333333333333334,15.0,27.0,7,7,18.0,23.0,2.0,4.0,4.0,7.0,1,1,13.0,8.0,0,1
12665,1988-89,1,21,Celta de Vigo,CD Malaga,2,0,1989-02-12,2,0.6666666666666666,0.36363636363636365,0.3333333333333333,0.2962962962962963,30.0,19.0,7,7,20.0,20.0,5.0,1.0,8.0,1.0,1,0,5.0,12.0,0,0
12666,1988-89,1,21,Logrones,Cadiz,1,0,1989-02-12,2,0.5185185185185185,0.30303030303030304,0.2727272727272727,0.37037037037037035,24.0,19.0,7,7,13.0,15.0,3.0,4.0,5.0,5.0,1,1,10.0,12.0,0,0
12667,1988-89,1,21,Murcia,Espanol,1,0,1989-02-12,2,0.4074074074074074,0.30303030303030304,0.3333333333333333,0.1111111111111111,21.0,14.0,7,7,20.0,19.0,7.0,2.0,8.0,2.0,1,1,11.0,14.0,0,0
12668,1988-89,1,21,Real Madrid,Sporting de Gijon,5,1,1989-02-12,2,0.7777777777777778,0.7575757575757576,0.7,0.3333333333333333,46.0,31.0,7,7,47.0,22.0,5.0,7.0,11.0,8.0,1,1,1.0,4.0,1,0
12669,1988-89,1,21,Oviedo,Sevilla,0,0,1989-02-12,1,0.4666666666666667,0.43333333333333335,0.6363636363636364,0.25925925925925924,27.0,28.0,7,7,22.0,24.0,1.0,1.0,5.0,4.0,0,1,8.0,7.0,0,0
12670,1988-89,1,21,Valladolid,Valencia,1,1,1989-02-12,1,0.5925925925925926,0.42424242424242425,0.5757575757575758,0.4444444444444444,30.0,31.0,7,7,19.0,19.0,3.0,2.0,7.0,6.0,1,1,5.0,4.0,0,0
12671,1988-89,1,21,Zaragoza,Osasuna,0,1,1989-02-12,0,0.5925925925925926,0.30303030303030304,0.7575757575757576,0.14814814814814814,26.0,29.0,7,7,24.0,26.0,4.0,7.0,10.0,8.0,1,1,9.0,6.0,0,1
12672,1988-89,1,22,Valencia,Barcelona,1,1,1989-02-18,1,0.5757575757575758,0.43333333333333335,0.9333333333333333,0.5757575757575758,32.0,47.0,7,6,20.0,46.0,3.0,5.0,4.0,11.0,1,1,5.0,2.0,0,1
12673,1988-89,1,22,Atletico de Madrid,Sevilla,2,0,1989-02-19,2,0.6363636363636364,0.4666666666666667,0.6363636363636364,0.26666666666666666,35.0,29.0,7,7,37.0,24.0,5.0,2.0,9.0,2.0,1,1,3.0,7.0,1,0
12674,1988-89,1,22,Betis,Oviedo,1,0,1989-02-19,2,0.26666666666666666,0.24242424242424243,0.45454545454545453,0.43333333333333335,16.0,28.0,7,7,19.0,22.0,2.0,2.0,4.0,5.0,1,0,13.0,8.0,0,0
12675,1988-89,1,22,Cadiz,Atletico de Bilbao,0,0,1989-02-19,1,0.2727272727272727,0.3333333333333333,0.6363636363636364,0.26666666666666666,19.0,29.0,7,7,15.0,23.0,1.0,5.0,4.0,7.0,1,1,12.0,7.0,0,1
12676,1988-89,1,22,Elche,Murcia,3,0,1989-02-19,2,0.24242424242424243,0.16666666666666666,0.4666666666666667,0.30303030303030304,13.0,24.0,7,7,13.0,21.0,3.0,9.0,3.0,11.0,0,1,15.0,11.0,0,0
12677,1988-89,1,22,Espanol,Celta de Vigo,1,1,1989-02-19,1,0.3333333333333333,0.1,0.7,0.36363636363636365,14.0,33.0,7,7,19.0,22.0,1.0,5.0,2.0,11.0,1,1,14.0,4.0,0,0
12678,1988-89,1,22,Sporting de Gijon,Zaragoza,1,2,1989-02-19,0,0.7,0.30303030303030304,0.5333333333333333,0.30303030303030304,31.0,26.0,7,7,23.0,24.0,4.0,4.0,7.0,7.0,1,1,6.0,10.0,0,0
12679,1988-89,1,22,CD Malaga,Logrones,1,0,1989-02-19,2,0.3333333333333333,0.26666666666666666,0.5666666666666667,0.30303030303030304,19.0,27.0,7,7,20.0,14.0,1.0,6.0,1.0,7.0,0,1,12.0,9.0,0,0
12680,1988-89,1,22,Osasuna,Valladolid,0,2,1989-02-19,0,0.7575757575757576,0.23333333333333334,0.5666666666666667,0.42424242424242425,32.0,31.0,7,7,27.0,20.0,7.0,4.0,10.0,7.0,1,1,5.0,6.0,1,0
12681,1988-89,1,22,Real Sociedad,Real Madrid,1,1,1989-02-19,1,0.6666666666666666,0.24242424242424243,0.8,0.7575757575757576,28.0,49.0,7,7,24.0,52.0,2.0,5.0,8.0,11.0,1,1,8.0,1.0,1,1
12682,1988-89,1,23,Real Madrid,Betis,5,1,1989-02-25,2,0.8,0.7222222222222222,0.3333333333333333,0.24242424242424243,50.0,19.0,7,6,53.0,20.0,5.0,5.0,9.0,6.0,1,1,1.0,15.0,1,0
12683,1988-89,1,23,Oviedo,Atletico de Madrid,5,2,1989-02-25,2,0.45454545454545453,0.3939393939393939,0.6666666666666666,0.4666666666666667,28.0,38.0,7,6,22.0,39.0,2.0,7.0,2.0,11.0,0,1,10.0,3.0,0,1
12684,1988-89,1,23,Zaragoza,Real Sociedad,0,0,1989-02-25,1,0.5333333333333333,0.3611111111111111,0.6363636363636364,0.24242424242424243,29.0,29.0,7,6,26.0,25.0,4.0,3.0,7.0,6.0,1,1,9.0,9.0,0,1
12685,1988-89,1,23,Atletico de Bilbao,CD Malaga,3,1,1989-02-26,2,0.6363636363636364,0.2727272727272727,0.3888888888888889,0.26666666666666666,30.0,22.0,7,7,23.0,21.0,3.0,3.0,7.0,4.0,1,0,8.0,13.0,1,0
12686,1988-89,1,23,Barcelona,Osasuna,1,2,1989-02-26,0,0.9333333333333333,0.5555555555555556,0.6944444444444444,0.23333333333333334,48.0,32.0,7,7,47.0,27.0,5.0,4.0,9.0,10.0,1,1,2.0,6.0,1,1
12687,1988-89,1,23,Celta de Vigo,Elche,3,0,1989-02-26,2,0.7,0.3611111111111111,0.3055555555555556,0.16666666666666666,34.0,16.0,7,7,23.0,16.0,5.0,6.0,9.0,6.0,1,0,4.0,16.0,0,0
12688,1988-89,1,23,Logrones,Espanol,0,0,1989-02-26,1,0.5666666666666667,0.2777777777777778,0.3333333333333333,0.1,27.0,15.0,7,7,14.0,20.0,3.0,2.0,6.0,3.0,1,1,11.0,17.0,0,0
12689,1988-89,1,23,Murcia,Valencia,0,1,1989-02-26,0,0.4666666666666667,0.2777777777777778,0.5555555555555556,0.43333333333333335,24.0,33.0,7,7,21.0,21.0,6.0,3.0,10.0,4.0,1,1,12.0,5.0,0,0
12690,1988-89,1,23,Sevilla,Cadiz,1,1,1989-02-26,1,0.6363636363636364,0.24242424242424243,0.2777777777777778,0.3333333333333333,29.0,20.0,7,7,24.0,15.0,2.0,2.0,2.0,5.0,1,1,9.0,14.0,0,0
12691,1988-89,1,23,Valladolid,Sporting de Gijon,0,1,1989-02-26,0,0.5666666666666667,0.4722222222222222,0.6363636363636364,0.30303030303030304,34.0,31.0,7,7,22.0,24.0,4.0,1.0,7.0,7.0,1,1,4.0,7.0,0,0
